ID,圖檔,分類,備註,限制(EN),原文,EN,JA,KO,SC
lang_9ff6f28f,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Background/SmallCanvas/FemaleDealerPanel_Anto/Diagol_PlayerLose_2_Anto/Text
language",,你該不會是故意輸的吧？想被懲罰？,Did you lose on purpose? Just for a punishment game?,もしかしてわざと負けたの？罰ゲーム狙いだったりして～？,설마 일부러 진 거야? 벌칙 받고 싶어서?,你该不会是故意输的吧？想被惩罚？
lang_6735696e,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Background/SmallCanvas/FemaleDealerPanel_Anto/Diagol_PlayerLose_3_Anto/Text
language",,嘿嘿～你的手牌，比我昨天穿的內褲還少唷♡,Hehe～ Your hand looks smaller than my panties last night♡,ふふ～アンタの手札、アタシの昨日の下着より少ないんじゃない？♡,"후후~ 네 패, 어제 내가 입었던 팬티보다 적은 거 아니야?♡",嘿嘿～你手上的牌，好像比我昨天穿的内裤还少呢♡
lang_613ceab1,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Background/SmallCanvas/FemaleDealerPanel_Anto/Diagol_PlayerLose_4_Anto/Text
language",,哎呀～臉紅紅的，是不是在想我呀？,"Aww, your face is all red. Were you thinking about me?",あはっ、顔、赤～っ。……まさか、アタシのこと考えてた？,"어머, 얼굴 빨개졌네? 혹시 나 생각하고 있었어?",哎呀～你脸都红了，不会是在想我吧？
lang_657d8418,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Background/SmallCanvas/FemaleDealerPanel_Anto/Diagol_PlayerLose_5_Anto/Text
language",,哎～你原來這麼菜的嗎？這次輸要怎麼解釋呢？嘿嘿～♡,"Eh? Were you always this weak? How are you gonna explain that loss, hmm? ♡",え～？こんなに弱かったっけ？……ねぇ、今の負け、どう弁解するの？ふふっ♡,"어라~? 원래 이렇게 약했나? 이번 패배, 어떻게 해명할 거야? 후후♡",哎～你原来这么菜的吗？说说看，你怎么解释这次输？嘿嘿～♡
lang_03805f2d,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Background/SmallCanvas/FemaleDealerPanel_Anto/Diagol_LewdSound_PlayerWin_1_Anto/Text
language",,嗚呀♡ 輸掉了…♡,Ahh♡ I lost…♡,ひゃうっ♡ 負けちゃった…♡,히얏♡ 져버렸어…♡,呜呀♡ 输掉了…♡
lang_acfed4ee,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Background/SmallCanvas/FemaleDealerPanel_Anto/Diagol_LewdSound_PlayerWin_2_Anto/Text
language",,啊哈…可以…脫我了喔…♡,Aha… you can… undress me…♡,あはっ…脱がして…いいよ…♡,아하… 벗겨도… 괜찮아…♡,啊哈…可以…脱我了哦…♡
lang_e5c05e0f,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Background/SmallCanvas/FemaleDealerPanel_Anto/Diagol_LewdSound_PlayerWin_3_Anto/Text
language",,主人…現在就…抱我♡,Master… hold me… right now♡,マスター…今すぐ…抱いて♡,주인님… 지금 바로… 안아줘♡,主人…现在就…抱我♡
lang_6a18bb84,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Background/SmallCanvas/FemaleDealerPanel_Anto/Diagol_LewdSound_PlayerLose_1_Anto/Text
language",,嗯啊♡ 又贏了…,Nnh♡ I won again…,んあ♡ また勝っちゃった…,응아♡ 또 이겨버렸어…,嗯啊♡ 又赢了…
lang_d60d1d0f,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Background/SmallCanvas/FemaleDealerPanel_Anto/Diagol_LewdSound_PlayerLose_2_Anto/Text
language",,哈啊…其實想輸的…,Haa… I kinda wanted to lose…,はぁん…負けてほしかった…,하아… 지고 싶었는데…,哈啊…其实想输的…
lang_9d4b93ee,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Background/SmallCanvas/FemaleDealerPanel_Anto/Diagol_LewdSound_PlayerLose_3_Anto/Text
language",,看著吧…？ 我自己…來了…♡,Look…? I’m doing it… myself…♡,見て…？ 自分で…しちゃう…♡,봐…? 내가 직접… 하는 거…♡,看着吧…？ 我自己…来了…♡
lang_d412abac,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Background/SmallCanvas/FemaleDealerPanel_Hetty/Diagol_Start_1_Hetty/Text
language",,快點開始吧，結果馬上就會出來,Let’s get started. The result won’t take long,さっさと始めましょう。結果はすぐ出るわ,어서 시작하자. 결과는 금방 나올 거야,快点开始吧，结果马上就会出来
lang_fdda186d,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Background/SmallCanvas/FemaleDealerPanel_Hetty/Diagol_Start_2_Hetty/Text
language",,指望運氣？……太天真了,Relying on luck? …How naive,運に期待してる？……甘いわね,운에 기대고 있어? ……순진하네,指望运气？……太天真了
lang_654e075a,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Background/SmallCanvas/FemaleDealerPanel_Hetty/Diagol_Start_3_Hetty/Text
language",,讓我看看你能不能在這張桌子上活下來,Let’s see if you can survive at this table,このテーブルで生き残れるか、試してあげる,이 테이블에서 살아남을 수 있는지 보여줘,让我看看你能不能在这张桌子上活下来
lang_699a08e3,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Background/SmallCanvas/FemaleDealerPanel_Hetty/Diagol_Start_4_Hetty/Text
language",,贏了我會承認，輸了……也就那樣,"Win, and I’ll acknowledge you. Lose… that’s all",勝てば認める。負けたら……それだけよ,이기면 인정해 주지. 지면……그걸로 끝이야,赢了我会承认。输了……也就那样
lang_d22665d0,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Background/SmallCanvas/FemaleDealerPanel_Hetty/Diagol_Start_5_Hetty/Text
language",,丟掉無謂的幻想吧，我會讓你直視現實,Abandon your foolish illusions. I’ll show you reality,無駄な幻想は捨てなさい。現実を見せてあげる,쓸데없는 환상은 버려. 현실을 보여주지,丢掉无谓的幻想吧，我会让你看清现实
lang_e7c5f3b5,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Background/SmallCanvas/FemaleDealerPanel_Hetty/Diagol_PlayerWin_1_Hetty/Text
language",,……嘖，這一局是你贏了,…Tch. This round is yours,……チッ。今回はあなたの勝ち,……쳇. 이번 판은 네 승리야,……啧。这一局是你赢了
lang_e1a72494,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Background/SmallCanvas/FemaleDealerPanel_Hetty/Diagol_PlayerWin_2_Hetty/Text
language",,我承認，那一手並不差,I’ll admit it—that move wasn’t bad,認めるわ。今の一手は悪くなかった,인정할게. 방금 수는 나쁘지 않았어,我承认，那一手并不差
lang_0864dfc7,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Background/SmallCanvas/FemaleDealerPanel_Hetty/Diagol_PlayerWin_3_Hetty/Text
language",,不只是運氣……你多少有點實力,Not just luck… you’ve got some skill,運だけじゃない……少しはやるようね,운만은 아니야……제법 하네,不只是运气……你多少有点本事
lang_35bcd196,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Background/SmallCanvas/FemaleDealerPanel_Hetty/Diagol_PlayerWin_4_Hetty/Text
language",,別得意忘形，下次我不會手下留情,Don’t get cocky. I won’t go easy next time,調子に乗らないことね。次は容赦しない,자만하지 마. 다음엔 봐주지 않아,别得意忘形。下次我可不会留情
lang_ad024049,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Background/SmallCanvas/FemaleDealerPanel_Hetty/Diagol_PlayerWin_5_Hetty/Text
language",,別滿足於這種程度，目光放遠一點,Don’t settle for this. Aim higher,この程度で満足しないで。もっと上を見なさい,"이 정도로 만족하지 말고, 더 위를 봐",别满足于这种程度，目光放高一点
lang_02be7ee6,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Background/SmallCanvas/FemaleDealerPanel_Hetty/Diagol_PlayerLose_1_Hetty/Text
language",,理所當然的結果,An obvious outcome,当然の結果ね,당연한 결과지,理所当然的结果
lang_780f3b1b,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Background/SmallCanvas/FemaleDealerPanel_Hetty/Diagol_PlayerLose_2_Hetty/Text
language",,看著都讓人感到無聊,It was boring to watch,見ていて退屈だったわ,보고 있기에도 지루했어,看着都让人无聊
lang_163c4648,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Background/SmallCanvas/FemaleDealerPanel_Hetty/Diagol_PlayerLose_3_Hetty/Text
language",,用這種實力下注，會輸也是必然,Betting with that level of skill—of course this happens,その実力で賭けるから、こうなるの,그 실력으로 베팅하니 이렇게 되는 거야,就这点实力还敢下注，当然会这样
lang_524f80c5,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Background/SmallCanvas/FemaleDealerPanel_Hetty/Diagol_PlayerLose_4_Hetty/Text
language",,藉口？……啊，不需要了,"Any excuses? …No, none needed",言い訳は？……ああ、いらないわね,"변명? ……아, 필요 없겠네",借口？……啊，不需要了
lang_93797dd2,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Background/SmallCanvas/FemaleDealerPanel_Hetty/Diagol_PlayerLose_5_Hetty/Text
language",,下次再來之前，先變強一點吧,Come back only after you’ve gotten stronger,次に来るなら、少しは強くなってからにしなさい,다음에 올 땐 조금 더 강해져서 와,下次再来之前，先变强一点吧
lang_a259e969,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Background/SmallCanvas/FemaleDealerPanel_Hetty/Diagol_LewdSound_PlayerWin_1_Hetty/Text
language",,呃…♡ 又輸了…,Ngh…♡ I lost again…,くっ…♡ また負けた…,큿…♡ 또 졌어…,呃…♡ 又输了…
lang_ce317158,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Background/SmallCanvas/FemaleDealerPanel_Hetty/Diagol_LewdSound_PlayerWin_2_Hetty/Text
language",,哈啊…把我…弄髒吧…♡,Haa… defile me…♡,はぁ…私を…穢して…♡,하아… 나를… 더럽혀줘…♡,哈啊…把我…弄脏吧…♡
lang_a284e12b,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Background/SmallCanvas/FemaleDealerPanel_Hetty/Diagol_LewdSound_PlayerWin_3_Hetty/Text
language",,我承認…我…輸給你了…♡,I admit it… I lost… to you…♡,認める…あなたに…負けて…♡,인정해… 너한테… 졌어…♡,我承认…我…输给你了…♡
lang_dbbb21ba,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Background/SmallCanvas/FemaleDealerPanel_Hetty/Diagol_LewdSound_PlayerLose_1_Hetty/Text
language",,呼啊♡ 贏了…,Ahh♡ I won…,ふぁ♡ 勝っちゃった…,후아♡ 이겨버렸어…,呼啊♡ 赢了…
lang_5e74cadf,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Background/SmallCanvas/FemaleDealerPanel_Hetty/Diagol_LewdSound_PlayerLose_2_Hetty/Text
language",,都流出來了…看到了嗎…？,It’s overflowing… see…?,溢れてる…見て…？,흘러넘쳐… 보여…?,都流出来了…看到了吗…？
lang_40cb7a8c,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Background/SmallCanvas/FemaleDealerPanel_Hetty/Diagol_LewdSound_PlayerLose_3_Hetty/Text
language",,下次…我會故意輸的…♡,Next time… I’ll lose on purpose…♡,次は…わざと負けて…♡,다음엔… 일부러 질게…♡,下次…我会故意输的…♡
lang_855b0540,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Background/SmallCanvas/FemaleDealerPanel_Alice/Diagol_Start_1_Alice/Text
language",,規則都理解了吧？……那麼，開始吧,"You understand the rules, yes? …Then let’s begin",ルールは理解していますよね？……では、始めましょう ,규칙은 이해하셨죠? ……그럼 시작하죠,规则已经理解了吧？……那么，开始吧
lang_bff3b665,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Background/SmallCanvas/FemaleDealerPanel_Alice/Diagol_Start_2_Alice/Text
language",,這一局的結果，會改變立場……做好心理準備了嗎？,This match may change our positions… are you ready?,この勝負、結果次第で立場が変わります……覚悟は？,이 승부의 결과로 입장이 바뀔 수도 있어요……각오는 됐나요?,这一局的结果，会改变立场……有心理准备吗？
lang_a128b4d6,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Background/SmallCanvas/FemaleDealerPanel_Alice/Diagol_Start_3_Alice/Text
language",,卡牌不會說謊，做出判斷的是你,Cards don’t lie. The decision is yours,カードに嘘はつきません。判断するのはあなたです,카드는 거짓말을 하지 않아요. 판단하는 건 당신이에요,卡牌不会说谎，做出判断的是你
lang_e5e4180b,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Background/SmallCanvas/FemaleDealerPanel_Alice/Diagol_Start_4_Alice/Text
language",,贏了的話……相應的獎勵，也不是不能考慮,If you win… a suitable reward isn’t out of the question,勝てば……それ相応のご褒美も、考えなくはありません,이긴다면……그에 걸맞은 보상도 생각해 볼 수 있겠죠,赢了的话……相应的奖励，也不是不能考虑
lang_25728d2c,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Background/SmallCanvas/FemaleDealerPanel_Alice/Diagol_Start_5_Alice/Text
language",,這是公平的對決，……別留下遺憾,A fair game. …No regrets,公正な勝負です。……後悔のないように,공정한 승부입니다. ……후회 없도록 하세요,这是公平的对决。……别留下遗憾
lang_e3133fa5,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Background/SmallCanvas/FemaleDealerPanel_Alice/Diagol_PlayerWin_1_Alice/Text
language",,……精彩，這一局是你贏了,…Well done. This round goes to you,……お見事です。今回はあなたの勝ちですね,……훌륭해요. 이번 판은 당신의 승리네요,……漂亮，看来这一局是你赢了
lang_8ec9b280,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Background/SmallCanvas/FemaleDealerPanel_Alice/Diagol_PlayerWin_2_Alice/Text
language",,不只是運氣，判斷也很到位,It wasn’t just luck—your judgment was sound,運だけではありません……きちんとした判断でした,운만은 아니에요……판단이 정확했어요,不仅是运气……判断也很到位
lang_9729931f,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Background/SmallCanvas/FemaleDealerPanel_Alice/Diagol_PlayerWin_3_Alice/Text
language",,按照約定，勝者的權利我會承認,"As promised, I acknowledge the winner’s rights",約束通りです。勝者の権利、認めます,"약속대로, 승자의 권리를 인정할게요",按照约定，胜者的权利我会承认
lang_effd17d2,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Background/SmallCanvas/FemaleDealerPanel_Alice/Diagol_PlayerWin_4_Alice/Text
language",,稍微……有點不甘心，不過規則如此,"I’m a little… frustrated, but rules are rules",少し……悔しいですが、ルールですから,"조금……분하지만, 규칙이니까요",稍微……有点不甘心，不过规则如此
lang_0e6d6ac1,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Background/SmallCanvas/FemaleDealerPanel_Alice/Diagol_PlayerWin_5_Alice/Text
language",,下一次……可不會那麼簡單了喔？,Next time… it won’t be so easy,次は……簡単にはいきませんよ？,다음엔……쉽지 않을 거예요?,下一次……可不会这么简单了哦？
lang_7fbe8096,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Background/SmallCanvas/FemaleDealerPanel_Alice/Diagol_PlayerLose_1_Alice/Text
language",,……很遺憾，這一局是我贏了,"…Unfortunate. This time, I win",……残念です。今回は私の勝ちですね,……아쉽네요. 이번엔 제가 이겼어요,……很遗憾，这一局是我赢了
lang_1f2fa89f,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Background/SmallCanvas/FemaleDealerPanel_Alice/Diagol_PlayerLose_2_Alice/Text
language",,那個判斷，或許稍微有些草率,That decision may have been a bit careless,その判断、少し甘かったかもしれません,그 판단은 조금 성급했을지도 모르겠어요,那个判断，或许稍微有些草率
lang_16cfc800,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Background/SmallCanvas/FemaleDealerPanel_Alice/Diagol_PlayerLose_3_Alice/Text
language",,輸了就是輸了，下次好好利用吧,A loss is a loss—learn from it,負けは負けです。次に活かしましょう,패배는 패배죠. 다음에 살리세요,输了就是输了，下次再加以利用吧
lang_96738041,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Background/SmallCanvas/FemaleDealerPanel_Alice/Diagol_PlayerLose_4_Alice/Text
language",,焦躁，已經表現在你的手牌上了,Your impatience showed in your hand,焦りが、手札に出ていましたよ？,초조함이 패에 드러났어요,焦躁，已经写在你的手牌上了
lang_78032d52,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Background/SmallCanvas/FemaleDealerPanel_Alice/Diagol_PlayerLose_5_Alice/Text
language",,……還沒結束，挑戰依然可以繼續,…It’s not over yet. You can still challenge again,……まだ終わりではありません。挑戦は続けられます,……아직 끝나지 않았어요. 도전은 계속할 수 있어요,……还没结束。挑战依然可以继续
lang_8f1ee48d,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Background/SmallCanvas/FemaleDealerPanel_Alice/Diagol_LewdSound_PlayerWin_1_Alice/Text
language",,嗚呀♡ 我輸了…♡,Ahh♡ I lost…♡,ひゃあん♡ 負けました…♡,히얀♡ 졌어요…♡,呜呀♡ 我输了…♡
lang_ef2a47a8,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Background/SmallCanvas/FemaleDealerPanel_Alice/Diagol_LewdSound_PlayerWin_2_Alice/Text
language",,全部…都給你…抱我…,I’ll give you… everything… hold me…,全部…あげます…抱いて…,전부… 드릴게요… 안아줘요…,全部…都给你…抱我…
lang_a8f362c7,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Background/SmallCanvas/FemaleDealerPanel_Alice/Diagol_LewdSound_PlayerWin_3_Alice/Text
language",,好開心…屬於你的…♡,I’m happy… to be yours…♡,嬉しい…あなたの…もの…♡,기뻐요… 당신의… 것이에요…♡,好开心…属于你的…♡
lang_e9cec7ae,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Background/SmallCanvas/FemaleDealerPanel_Alice/Diagol_LewdSound_PlayerLose_1_Alice/Text
language",,啊…♡ 我贏了…,Ah…♡ I won…,あっ…♡ 勝っちゃいました…,아…♡ 이겨버렸어요…,啊…♡ 我赢了…
lang_773ffeb7,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Background/SmallCanvas/FemaleDealerPanel_Alice/Diagol_LewdSound_PlayerLose_2_Alice/Text
language",,都濕透了…對不起…,I’m all wet… I’m sorry…,びしょびしょ…です…ごめんなさい…,흠뻑 젖었어요… 미안해요…,都湿透了…对不起…
lang_d566ccd8,,,"Assets/_StripCasino/Scenes/BJ_Mobile.unity
Background/SmallCanvas/FemaleDealerPanel_Alice/Diagol_LewdSound_PlayerLose_3_Alice/Text
language",,下次…讓我輸吧…拜託♡,Next time… let me lose… please♡,次は…負けさせて…お願い♡,다음엔… 지게 해줘요… 부탁해요♡,下次…让我输吧…求你了♡
lang_d2233f21,,,"Assets/_StripCasino/Scenes/Lobby.unity
Canvas/LobbyPanel/Title/Buttton/Title_Button_GameStart/Text (Legacy)
language",,開始遊戲,Start Game,ゲーム開始,게임 시작,开始游戏
lang_05dcac30,,,"Assets/_StripCasino/Scenes/Lobby.unity
Canvas/LobbyPanel/Title/Buttton/Title_Button_HowToPlay/Text (Legacy)
language",,玩法說明,How to Play,遊び方,게임 방법,玩法说明
lang_810d50a3,,,"Assets/_StripCasino/Scenes/Lobby.unity
Canvas/LobbyPanel/Title/Buttton/Title_Button_Setting/Text (Legacy)
language",,設定,Setting,設定,설정,设置
lang_76a22e57,,,"Assets/_StripCasino/Scenes/Lobby.unity
Canvas/LobbyPanel/Title/Buttton/Title_Button_CG/Text (Legacy)
language",,CG,CG,CG,CG,CG
lang_7cc46cd0,,,"Assets/_StripCasino/Scenes/Lobby.unity
Canvas/LobbyPanel/Title/Buttton/Title_Button_Quit/Text (Legacy)
language",,退出遊戲,Quit Game,ゲームを終了,게임 종료,退出游戏
lang_e10ee7a9,,,"Assets/_StripCasino/Scenes/Lobby.unity
Canvas/LobbyPanel/Title/Title_Setting/Title_Setting_System/Text (Legacy)
language",,系統設定,System Setting,システム設定,시스템 설정,系统设置
lang_8cbf4358,,,"Assets/_StripCasino/Scenes/Lobby.unity
Canvas/LobbyPanel/Title/Title_Setting/Title_Setting_Audio/Text (Legacy)
language",,聲音,Sound,音声,소리,声音
lang_a9867c84,,,"Assets/_StripCasino/Scenes/Lobby.unity
Canvas/LobbyPanel/Title/Title_Setting/Title_Setting_Display/Text (Legacy)
language",,遊戲顯示,Game Display,ゲーム表示,게임 디스플레이,游戏显示
lang_568edd21,,,"Assets/_StripCasino/Scenes/Lobby.unity
Canvas/LobbyPanel/Title/Title_Setting/Title_Setting_Operation/Text (Legacy)
language",,操作設定,Operation Setting,操作設定,조작 설정,操作设置
lang_988c6386,,,"Assets/_StripCasino/Scenes/Lobby.unity
Canvas/LobbyPanel/Title/Title_Setting/System/MinimizeToSystemTray/Text (Legacy)
language",,最小化時收納至系統匣,Minimize to System Tray,最小化時にタスクトレイへ格納,최소화 시 트레이로 이동,最小化时收入托盘
lang_5e655e28,,,"Assets/_StripCasino/Scenes/Lobby.unity
Canvas/LobbyPanel/Title/Title_Setting/System/ResetWindowSize/Text (Legacy)
language",,初始化視窗大小,Reset Window Size,ウィンドウサイズを初期化,창 크기 초기화,窗口大小初始化
lang_530602c9,,,"Assets/_StripCasino/Scenes/Lobby.unity
Canvas/LobbyPanel/Title/Title_Setting/System/DisplayMode/Text (Legacy)
language",,畫面顯示方式,Display Mode,画面表示方法,게임 화면 크기 자유 변경,画面显示方法
lang_c7be2a9d,,,"Assets/_StripCasino/Scenes/Lobby.unity
Canvas/LobbyPanel/Title/Title_Setting/System/Show/Text (Legacy)
language",,畫面,Screen,画面,화면,画面
lang_c26e7aaf,,,"Assets/_StripCasino/Scenes/Lobby.unity
Canvas/LobbyPanel/Title/Title_Setting/System/DeleteDate/Text (Legacy)
language",,恢復預設設定,Restore Defaults,設定を初期化,기본값으로 초기화,恢复默认设置
lang_5e2d450f,,,"Assets/_StripCasino/Scenes/Lobby.unity
Canvas/LobbyPanel/Title/Title_Setting/System/VE/DisplayMode/Text (Legacy)
language",,畫面顯示方式,Display Mode,画面表示方法,화면 표시 방식,画面显示方法
lang_27858650,,,"Assets/_StripCasino/Scenes/Lobby.unity
Canvas/LobbyPanel/Title/Title_Setting/System/VE/AllowBackgroundRunning/Text (Legacy)
language",,允許背景運行,Allow Resizing Game Window,バックグラウンド実行を許可,백그라운드 실행 허용,允许后台运行
lang_019b9397,,,"Assets/_StripCasino/Scenes/Lobby.unity
Canvas/LobbyPanel/Title/Title_Setting/System/Title_Setting_Text/Text (Legacy) (1)
language",,解析度設定,Resolution,解像度設定,해상도 설정,分辨率设置
lang_7c50c032,,,"Assets/_StripCasino/Scenes/Lobby.unity
Canvas/LobbyPanel/Title/Title_Setting/Audio/Show/Text (Legacy)
language",,聲音,Sound,音声,소리,声音
lang_d29ab929,,,"Assets/_StripCasino/Scenes/Lobby.unity
Canvas/LobbyPanel/Title/Title_Setting/Audio/Title_Setting_Audio/Text (Legacy) (1)
language",,主音量,Master Volume,マスターボリューム,마스터 볼륨,主音量
lang_bdbb9e9d,,,"Assets/_StripCasino/Scenes/Lobby.unity
Canvas/LobbyPanel/Title/Title_Setting/Audio/Title_Setting_BGM/Text (Legacy) (1)
language",,BGM,BGM,BGM,BGM,BGM
lang_80bb8e91,,,"Assets/_StripCasino/Scenes/Lobby.unity
Canvas/LobbyPanel/Title/Title_Setting/Audio/Title_Setting_SE/Text (Legacy) (1)
language",,効果音,Sound Effect,効果音,효과음,效果音
lang_e4513cb1,,,"Assets/_StripCasino/Scenes/Lobby.unity
Canvas/LobbyPanel/Title/Title_Setting/Audio/Title_Setting_Voice/Text (Legacy) (1)
language",,語音,Voice,ボイス,보이스,语音
lang_acebbc36,,,"Assets/_StripCasino/Scenes/Lobby.unity
Canvas/LobbyPanel/Title/Title_Setting/DIsplay/Show/Text (Legacy)
language",,文字,Text,テキスト,텍스트,文字
lang_e6d5d7f5,,,"Assets/_StripCasino/Scenes/Lobby.unity
Canvas/LobbyPanel/Title/Title_Setting/DIsplay/Title_Setting_Audio/Text (Legacy) (1)
language",,文字顯示速度,Text Display Speed,テキスト表示速度,텍스트 표시 속도,文字显示速度
lang_1a0ed0bc,,,"Assets/_StripCasino/Scenes/Lobby.unity
Canvas/LobbyPanel/Title/Title_Setting/DIsplay/Title_Setting_Text/Text (Legacy) (1)
language",,語言,Language,言語,언어,语言
lang_17e90851,,,"Assets/_StripCasino/Scenes/Lobby.unity
Canvas/LobbyPanel/Title/Title_Setting/DIsplay/Title_Setting_Text/Title_Setting_Text/Text (Legacy) (2)
language",,繁體中文,English,日本語,한국어,简体中文
lang_4b20d06b,,,"Assets/_StripCasino/Scenes/Lobby.unity
Canvas/LobbyPanel/Title/Title_Setting/Operation/ReSet/Text (Legacy)
language",,恢復預設,Restore,リセット,기본값,还原默认
lang_6756b675,,,"Assets/_StripCasino/Scenes/Lobby.unity
Canvas/LobbyPanel/Title/Title_Setting/Operation/Hit/Text (Legacy)
language",,摸牌,Hit,ヒット,히트,摸牌
lang_2f06d71a,,,"Assets/_StripCasino/Scenes/Lobby.unity
Canvas/LobbyPanel/Title/Title_Setting/Operation/Stand/Text (Legacy)
language",,停牌,Stand,スタンド,스탠드,停牌
lang_a95a7c87,,,"Assets/_StripCasino/Scenes/Lobby.unity
Canvas/LobbyPanel/Title/Title_Setting/Operation/Double Down/Text (Legacy)
language",,籌碼翻倍,Double Down,ダブルダウン,더블 다운,筹码翻倍
lang_84f0c143,,,"Assets/_StripCasino/Scenes/Lobby.unity
Canvas/LobbyPanel/Title/Title_Setting/Operation/Skip/Text (Legacy)
language",,跳過,Skip,スキップ,스킵,跳过
lang_22e892da,,,"Assets/_StripCasino/Scenes/Lobby.unity
Canvas/LobbyPanel/Title/Title_Setting/Operation/Confirm/Text (Legacy)
language",,確認,Confirm,確認,확인,确认
lang_3d121fff,,,"Assets/_StripCasino/Scenes/Lobby.unity
Canvas/LobbyPanel/Title/Title_Setting/Operation/Back/Text (Legacy)
language",,後退,Back,バック,뒤로,后退
lang_a22f1a45,,,"Assets/_StripCasino/Scenes/Lobby.unity
Canvas/LobbyPanel/CG_Thumbnail_Menu/Gallery
language",,CG回想屋,Gallery,回想部屋,회상방,CG回想屋
lang_c0fd1a94,,,"Assets/_StripCasino/Scenes/Lobby.unity
Canvas/LobbyPanel/Save_Menu/SaveTitle
language",,讀取存檔,Load Game,セーブデータ読込,불러오기,读取存档
lang_aec1290a,,,"Assets/_StripCasino/Scenes/Lobby.unity
Canvas/LobbyPanel/Save_Menu/MakeSureDeleteDateMenu/Text (Legacy) (1)
language",,確定刪除存檔嗎？,Are you sure you want to delete the save data?,セーブデータを削除してもよろしいですか？,저장 파일을 삭제하시겠습니까?,确定删除存档吗？
lang_1fb20b44,,,"Assets/_StripCasino/Scenes/Lobby.unity
Canvas/LobbyPanel/Save_Menu/MakeSureDeleteDateMenu/Yes/Text (Legacy)
language",,是,Yes,はい,예,是
lang_7c015573,,,"Assets/_StripCasino/Scenes/Lobby.unity
Canvas/LobbyPanel/Save_Menu/SaveNameMenu/Background/Text (Legacy) (1)
language",,請輸入男主角名稱,Please enter the protagonist's name,主人公の名前を入力してください,남자 주인공의 이름을 입력하세요,请输入男主角名称
lang_50144e06,,,"Assets/_StripCasino/Scenes/Lobby.unity
Canvas/LobbyPanel/Save_Menu/SaveNameMenu/Yes/Text (Legacy)
language",,是,Yes,はい,예,是
lang_997d3266,,,"Assets/_StripCasino/Scenes/Lobby.unity
Canvas/LobbyPanel/TutorialPanel/Title_Setting/All/BasicRule/Text (Legacy)
language",,基本規則(Basic Rules),Basic Rules, 基本ルール (Basic Rules),기본 규칙(Basic Rules),基本规则(Basic Rules)
