id,file,line,literal,note
cs_3be04763,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,117,"""b""",Hardcoded C# string. Manual review needed.
cs_03fc5bc3,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,118,"""c""",Hardcoded C# string. Manual review needed.
cs_c576f19f,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,120,"""a b c""",Hardcoded C# string. Manual review needed.
cs_c827d79d,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,132,"""a""",Hardcoded C# string. Manual review needed.
cs_3086ec29,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,133,"""b""",Hardcoded C# string. Manual review needed.
cs_e0a786cd,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,134,"""c""",Hardcoded C# string. Manual review needed.
cs_0f623849,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,135,"""d""",Hardcoded C# string. Manual review needed.
cs_2dd244cb,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,137,"""a b c d""",Hardcoded C# string. Manual review needed.
cs_82800823,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,149,"""a""",Hardcoded C# string. Manual review needed.
cs_bed7958a,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,150,"""b""",Hardcoded C# string. Manual review needed.
cs_2d602e9c,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,151,"""c""",Hardcoded C# string. Manual review needed.
cs_2e7c0b92,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,152,"""d""",Hardcoded C# string. Manual review needed.
cs_44d59238,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,153,"""e""",Hardcoded C# string. Manual review needed.
cs_204896a2,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,155,"""a b c d e""",Hardcoded C# string. Manual review needed.
cs_b1aa644f,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,167,"""a""",Hardcoded C# string. Manual review needed.
cs_71e5b361,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,168,"""b""",Hardcoded C# string. Manual review needed.
cs_7bfba7f7,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,169,"""c""",Hardcoded C# string. Manual review needed.
cs_19e2c9de,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,170,"""d""",Hardcoded C# string. Manual review needed.
cs_303c5084,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,171,"""e""",Hardcoded C# string. Manual review needed.
cs_f9ecd742,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,172,"""f""",Hardcoded C# string. Manual review needed.
cs_ffa92dbd,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,174,"""a b c d e f""",Hardcoded C# string. Manual review needed.
cs_b5b31d66,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,186,"""a""",Hardcoded C# string. Manual review needed.
cs_8fced69a,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,187,"""b""",Hardcoded C# string. Manual review needed.
cs_db628cd2,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,188,"""c""",Hardcoded C# string. Manual review needed.
cs_2d73a94e,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,189,"""d""",Hardcoded C# string. Manual review needed.
cs_6de95215,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,190,"""e""",Hardcoded C# string. Manual review needed.
cs_2458c499,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,191,"""f""",Hardcoded C# string. Manual review needed.
cs_d56fa671,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,192,"""g""",Hardcoded C# string. Manual review needed.
cs_cbf68cd0,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,194,"""a b c d e f g""",Hardcoded C# string. Manual review needed.
cs_7bbd295b,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,206,"""a""",Hardcoded C# string. Manual review needed.
cs_4281c47b,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,207,"""b""",Hardcoded C# string. Manual review needed.
cs_e51948eb,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,208,"""c""",Hardcoded C# string. Manual review needed.
cs_5fd1b613,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,209,"""d""",Hardcoded C# string. Manual review needed.
cs_c8909b7c,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,210,"""e""",Hardcoded C# string. Manual review needed.
cs_3a3c681c,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,211,"""f""",Hardcoded C# string. Manual review needed.
cs_184649c4,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,212,"""g""",Hardcoded C# string. Manual review needed.
cs_b765f324,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,213,"""h""",Hardcoded C# string. Manual review needed.
cs_308c9f26,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,215,"""a b c d e f g h""",Hardcoded C# string. Manual review needed.
cs_cb1cdf12,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,227,"""a""",Hardcoded C# string. Manual review needed.
cs_d117190c,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,228,"""b""",Hardcoded C# string. Manual review needed.
cs_9c7cbb66,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,229,"""c""",Hardcoded C# string. Manual review needed.
cs_4685ac23,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,230,"""d""",Hardcoded C# string. Manual review needed.
cs_a5cfc7bd,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,231,"""e""",Hardcoded C# string. Manual review needed.
cs_32ce6c9b,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,232,"""f""",Hardcoded C# string. Manual review needed.
cs_f47f3459,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,233,"""g""",Hardcoded C# string. Manual review needed.
cs_a165adb3,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,234,"""h""",Hardcoded C# string. Manual review needed.
cs_85d10585,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,235,"""i""",Hardcoded C# string. Manual review needed.
cs_0e7e5b13,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,237,"""a b c d e f g h i""",Hardcoded C# string. Manual review needed.
cs_fc33c9a6,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,249,"""a""",Hardcoded C# string. Manual review needed.
cs_12106c13,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,250,"""b""",Hardcoded C# string. Manual review needed.
cs_6781be11,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,251,"""c""",Hardcoded C# string. Manual review needed.
cs_40ea987f,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,252,"""d""",Hardcoded C# string. Manual review needed.
cs_bf6e7349,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,253,"""e""",Hardcoded C# string. Manual review needed.
cs_47bb963b,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,254,"""f""",Hardcoded C# string. Manual review needed.
cs_896b9479,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,255,"""g""",Hardcoded C# string. Manual review needed.
cs_9ef0026f,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,256,"""h""",Hardcoded C# string. Manual review needed.
cs_e15849b1,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,257,"""i""",Hardcoded C# string. Manual review needed.
cs_496e1be3,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,258,"""j""",Hardcoded C# string. Manual review needed.
cs_8ba27595,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,260,"""a b c d e f g h i j""",Hardcoded C# string. Manual review needed.
cs_9bdc6526,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,275,"""b""",Hardcoded C# string. Manual review needed.
cs_597abed9,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,283,"""aa""",Hardcoded C# string. Manual review needed.
cs_f3b55fa2,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,284,"""aa""",Hardcoded C# string. Manual review needed.
cs_0ef14a01,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,285,"""bb""",Hardcoded C# string. Manual review needed.
cs_c401aab8,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,286,"""aabb""",Hardcoded C# string. Manual review needed.
cs_33b8774b,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,291,"""Antidisestablishmentarianism""",Hardcoded C# string. Manual review needed.
cs_31578270,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,307,"""tail""",Hardcoded C# string. Manual review needed.
cs_e98dee6b,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,308,"""tail""",Hardcoded C# string. Manual review needed.
cs_117c0b53,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,314,"""red""",Hardcoded C# string. Manual review needed.
cs_f643a06a,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,315,"""紅色""",Hardcoded C# string. Manual review needed.
cs_fbd82cb4,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,315,"""{m}(Chinese-Red)""",Hardcoded C# string. Manual review needed.
cs_d2767abf,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,316,"""George Washington""",Hardcoded C# string. Manual review needed.
cs_1b60f9aa,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,317,"""村上春樹""",Hardcoded C# string. Manual review needed.
cs_2337a0dc,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,317,"""{m}(HarukiMurakami)""",Hardcoded C# string. Manual review needed.
cs_36e4485b,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,327,"""monkey""",Hardcoded C# string. Manual review needed.
cs_36e4485b,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,327,"""monkey""",Hardcoded C# string. Manual review needed.
cs_1c2179ab,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,328,"""yellow""",Hardcoded C# string. Manual review needed.
cs_48cdfaac,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,328,"""green""",Hardcoded C# string. Manual review needed.
cs_9b22f27f,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,329,"""violet""",Hardcoded C# string. Manual review needed.
cs_f2fe297b,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,329,"""紅色""",Hardcoded C# string. Manual review needed.
cs_570d4ba4,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,329,"""{m}(Violet-Chinese-Red""",Hardcoded C# string. Manual review needed.
cs_71aeaf07,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,330,"""绿色""",Hardcoded C# string. Manual review needed.
cs_dfc480ed,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,330,"""蓝色""",Hardcoded C# string. Manual review needed.
cs_9305b16f,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,330,"""{m}(Chinese-Green-Blue""",Hardcoded C# string. Manual review needed.
cs_1ab2c4ad,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,331,"""靛蓝色""",Hardcoded C# string. Manual review needed.
cs_3287493d,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,331,"""紫罗兰色""",Hardcoded C# string. Manual review needed.
cs_a45206d6,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,331,"""{m}(Chinese-Indigo-Violet""",Hardcoded C# string. Manual review needed.
cs_83e55fbe,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,332,"""James Monroe""",Hardcoded C# string. Manual review needed.
cs_95ff8678,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,332,"""John Quincy Adams""",Hardcoded C# string. Manual review needed.
cs_6632c9eb,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,333,"""Andrew Jackson""",Hardcoded C# string. Manual review needed.
cs_f591a5b8,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,333,"""村上春樹""",Hardcoded C# string. Manual review needed.
cs_cf1c1bca,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,333,"""{m}(AndrewJackson-HarukiMurakami""",Hardcoded C# string. Manual review needed.
cs_a68154cb,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,334,"""三島 由紀夫""",Hardcoded C# string. Manual review needed.
cs_2bbe05d1,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,334,"""吉本ばなな""",Hardcoded C# string. Manual review needed.
cs_29d25889,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,334,"""{m}(MishimaYukio-YoshimotoBanana""",Hardcoded C# string. Manual review needed.
cs_3d64b969,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,349,"""A🌕Z🌑D𒁃 𒁃𒁃𒁃𒁃𒁃""",Hardcoded C# string. Manual review needed.
cs_2a67f744,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,376,"""bookkeeper bookkeeper""",Hardcoded C# string. Manual review needed.
cs_3635c17d,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,377,"""ookkee""",Hardcoded C# string. Manual review needed.
cs_ef5a8c20,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,387,"""bookkeeper bookkeeper""",Hardcoded C# string. Manual review needed.
cs_84cfb793,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,388,"""ookkee""",Hardcoded C# string. Manual review needed.
cs_4afefe4f,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,398,"""bookkeeper""",Hardcoded C# string. Manual review needed.
cs_2f16ef31,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,399,"""ookkee""",Hardcoded C# string. Manual review needed.
cs_146d41d6,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,408,"""apple""",Hardcoded C# string. Manual review needed.
cs_7b4cdc98,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,409,"""banana""",Hardcoded C# string. Manual review needed.
cs_bed98ca0,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,477,"""hello""",Hardcoded C# string. Manual review needed.
cs_10a43e9c,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,492,"""test32""",Hardcoded C# string. Manual review needed.
cs_8eff5874,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,495,"""test""",Hardcoded C# string. Manual review needed.
cs_f32476d0,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,496,"""test32""",Hardcoded C# string. Manual review needed.
cs_b575aa6d,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,497,"""test32""",Hardcoded C# string. Manual review needed.
cs_b15ab6f5,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,500,"""test64""",Hardcoded C# string. Manual review needed.
cs_b695307c,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,503,"""test""",Hardcoded C# string. Manual review needed.
cs_5e6d90d1,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,504,"""test64""",Hardcoded C# string. Manual review needed.
cs_63cf0b48,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,505,"""test64""",Hardcoded C# string. Manual review needed.
cs_58f7fd16,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,508,"""test128""",Hardcoded C# string. Manual review needed.
cs_09cabb79,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,511,"""test""",Hardcoded C# string. Manual review needed.
cs_2e74743d,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,512,"""test128""",Hardcoded C# string. Manual review needed.
cs_0226057e,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,513,"""test128""",Hardcoded C# string. Manual review needed.
cs_7286d376,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,516,"""test512""",Hardcoded C# string. Manual review needed.
cs_c837b981,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,519,"""test""",Hardcoded C# string. Manual review needed.
cs_c7e1873f,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,520,"""test512""",Hardcoded C# string. Manual review needed.
cs_15670efc,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,521,"""test512""",Hardcoded C# string. Manual review needed.
cs_95ac4f58,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,524,"""test4096""",Hardcoded C# string. Manual review needed.
cs_ccb22066,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,527,"""test""",Hardcoded C# string. Manual review needed.
cs_02a921d4,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,528,"""test4096""",Hardcoded C# string. Manual review needed.
cs_e0290765,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,529,"""test4096""",Hardcoded C# string. Manual review needed.
cs_f2ea9ec8,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,532,"""Hello""",Hardcoded C# string. Manual review needed.
cs_3dea45b6,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,542,"""monkey""",Hardcoded C# string. Manual review needed.
cs_3dea45b6,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,542,"""monkey""",Hardcoded C# string. Manual review needed.
cs_50977160,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,543,"""yellow""",Hardcoded C# string. Manual review needed.
cs_0c7b6295,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,543,"""green""",Hardcoded C# string. Manual review needed.
cs_b1f87f16,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,544,"""violet""",Hardcoded C# string. Manual review needed.
cs_319cf71e,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,544,"""紅色""",Hardcoded C# string. Manual review needed.
cs_351bd739,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,544,"""{m}(Violet-Chinese-Red""",Hardcoded C# string. Manual review needed.
cs_104fc745,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,545,"""绿色""",Hardcoded C# string. Manual review needed.
cs_5ae9bb3f,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,545,"""蓝色""",Hardcoded C# string. Manual review needed.
cs_c590bf1d,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,545,"""{m}(Chinese-Green-Blue""",Hardcoded C# string. Manual review needed.
cs_62cea9c9,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,546,"""靛蓝色""",Hardcoded C# string. Manual review needed.
cs_cf1be221,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,546,"""紫罗兰色""",Hardcoded C# string. Manual review needed.
cs_328130da,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,546,"""{m}(Chinese-Indigo-Violet""",Hardcoded C# string. Manual review needed.
cs_9e7dd398,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,547,"""James Monroe""",Hardcoded C# string. Manual review needed.
cs_6ca2c866,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,547,"""John Quincy Adams""",Hardcoded C# string. Manual review needed.
cs_5b35f5f3,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,548,"""Andrew Jackson""",Hardcoded C# string. Manual review needed.
cs_d4e7af90,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,548,"""村上春樹""",Hardcoded C# string. Manual review needed.
cs_37b456b2,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,548,"""{m}(AndrewJackson-HarukiMurakami""",Hardcoded C# string. Manual review needed.
cs_bde14559,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,549,"""三島 由紀夫""",Hardcoded C# string. Manual review needed.
cs_0344fa7b,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,549,"""吉本ばなな""",Hardcoded C# string. Manual review needed.
cs_f10511b3,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,549,"""{m}(MishimaYukio-YoshimotoBanana""",Hardcoded C# string. Manual review needed.
cs_7017fbd7,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,566,"""bookkeeper bookkeeper""",Hardcoded C# string. Manual review needed.
cs_77c629f0,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,567,"""ookkee""",Hardcoded C# string. Manual review needed.
cs_b2829c27,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,579,"""bookkeeper bookkeeper""",Hardcoded C# string. Manual review needed.
cs_190a6b61,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,580,"""ookkee""",Hardcoded C# string. Manual review needed.
cs_e35a1caf,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,592,"""bookkeeper""",Hardcoded C# string. Manual review needed.
cs_1f3d9a91,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,593,"""ookkee""",Hardcoded C# string. Manual review needed.
cs_86be187c,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,604,"""apple""",Hardcoded C# string. Manual review needed.
cs_8406638e,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,605,"""banana""",Hardcoded C# string. Manual review needed.
cs_bca2b0ec,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,617,"""apple""",Hardcoded C# string. Manual review needed.
cs_9f04d1cb,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,630,"""apple""",Hardcoded C# string. Manual review needed.
cs_4eb1a452,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,651,"""not empty""",Hardcoded C# string. Manual review needed.
cs_c2e18b1a,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,673,"""apple""",Hardcoded C# string. Manual review needed.
cs_76afd1bf,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,683,"""won't work""",Hardcoded C# string. Manual review needed.
cs_b4a7e75a,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,685,"""a""",Hardcoded C# string. Manual review needed.
cs_ae5b5832,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,701,"""Keep it secret, """,Hardcoded C# string. Manual review needed.
cs_c5731eef,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,722,"""Keep it secret, """,Hardcoded C# string. Manual review needed.
cs_dd6842bc,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,750,"""Keep it secret, """,Hardcoded C# string. Manual review needed.
cs_12ee7227,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,761,"""keep it safe, """,Hardcoded C# string. Manual review needed.
cs_9e5232d5,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,799,"""Keep it secret, """,Hardcoded C# string. Manual review needed.
cs_16724f1b,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,836,"""Keep it secret, """,Hardcoded C# string. Manual review needed.
cs_c1b90be9,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,874,"""Keep it secret, """,Hardcoded C# string. Manual review needed.
cs_82f66a28,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,900,"""{RO.Length}""",Hardcoded C# string. Manual review needed.
cs_38723c9d,Packages/com.unity.collections/Unity.Collections.Tests/NativeTextTests.cs,913,"""Keep it secret, """,Hardcoded C# string. Manual review needed.
cs_bd4e8855,Packages/com.unity.collections/Unity.Collections.Tests/UnsafeBitArrayTests.cs,391,"""{j}/{i}: pos {pos}, numBitsToFind {numBitsToFind}""",Hardcoded C# string. Manual review needed.
cs_648952cc,Packages/com.unity.collections/Unity.Collections.Tests/UnsafeBitArrayTests.cs,392,"""{j}/{i}:pos {pos}, numBitsToFind {numBitsToFind}""",Hardcoded C# string. Manual review needed.
cs_cf46c0aa,Packages/com.unity.collections/Unity.Collections.Tests/UnsafeBitArrayTests.cs,394,"""{j}/{i}: pos {pos}, numBitsToFind {numBitsToFind}""",Hardcoded C# string. Manual review needed.
cs_7fc2bf91,Packages/com.unity.collections/Unity.Collections.Tests/UnsafeBitArrayTests.cs,395,"""{j}/{i}: pos {pos}, numBitsToFind {numBitsToFind}""",Hardcoded C# string. Manual review needed.
cs_5e5bf0cd,Packages/com.unity.collections/Unity.Collections.Tests/UnsafeBitArrayTests.cs,399,"""{j}/{i}: pos {pos}, numBitsToFind {numBitsToFind}""",Hardcoded C# string. Manual review needed.
cs_c1302700,Packages/com.unity.collections/Unity.Collections.Tests/UnsafeBitArrayTests.cs,431,"""{j}/{i}: begin {begin}, end {end}, count {count}, numBitsToFind {numBitsToFind}""",Hardcoded C# string. Manual review needed.
cs_8bb012dd,Packages/com.unity.collections/Unity.Collections.Tests/UnsafeBitArrayTests.cs,432,"""{j}/{i}: begin {begin}, end {end}, count {count}, numBitsToFind {numBitsToFind}""",Hardcoded C# string. Manual review needed.
cs_156424b5,Packages/com.unity.collections/Unity.Collections.Tests/UnsafeBitArrayTests.cs,466,"""{i}""",Hardcoded C# string. Manual review needed.
cs_6a0ff4c3,Packages/com.unity.collections/Unity.Collections.Tests/UnsafeHashMapTests.cs,67,"""Incorrect key count {i}""",Hardcoded C# string. Manual review needed.
cs_affb6aae,Packages/com.unity.collections/Unity.Collections.Tests/UnsafeHashSetTests.cs,96,"""Contains on empty hash map did not fail""",Hardcoded C# string. Manual review needed.
cs_a014e943,Packages/com.unity.collections/Unity.Collections.Tests/UnsafeHashSetTests.cs,102,"""Failed to add value""",Hardcoded C# string. Manual review needed.
cs_105f855c,Packages/com.unity.collections/Unity.Collections.Tests/UnsafeHashSetTests.cs,109,"""Failed to add value with potential hash collision""",Hardcoded C# string. Manual review needed.
cs_14a77401,Packages/com.unity.collections/Unity.Collections.Tests/UnsafeHashSetTests.cs,115,"""Failed get value from hash set""",Hardcoded C# string. Manual review needed.
cs_ada8d765,Packages/com.unity.collections/Unity.Collections.Tests/UnsafeHashSetTests.cs,120,"""Failed get value from hash set""",Hardcoded C# string. Manual review needed.
cs_72d3790d,Packages/com.unity.collections/Unity.Collections.Tests/UnsafeHashSetTests.cs,139,"""Hello""",Hardcoded C# string. Manual review needed.
cs_ee07d635,Packages/com.unity.collections/Unity.Collections.Tests/UnsafeHashSetTests.cs,139,"""World""",Hardcoded C# string. Manual review needed.
cs_93617838,Packages/com.unity.collections/Unity.Collections.Tests/UnsafeHashSetTests.cs,157,"""Incorrect value count {stringList[i]}""",Hardcoded C# string. Manual review needed.
cs_d4c8e509,Packages/com.unity.collections/Unity.Collections.Tests/UnsafeHashSetTests.cs,184,"""Incorrect item count {i}""",Hardcoded C# string. Manual review needed.
